--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
-5.63
43.91,7.51,-5.63
43.91,7.42,-5.63
43.92,7.34,-5.63
43.92,7.26,-5.63
43.92,7.18,-5.63
43.92,7.10,-5.63
43.92,7.03,-5.63
43.93,6.97,-5.63
43.93,6.90,-5.63
43.93,6.83,-5.63
43.93,6.77,-5.63
43.94,6.72,-5.63
43.94,6.67,-5.63
43.94,6.60,-6.60
43.94,6.57,-6.60
43.94,6.56,-6.60
43.95,6.54,-6.60
43.95,6.53,-6.60
43.95,6.52,-6.60
43.95,6.52,-6.60
43.96,6.51,-6.60
43.96,6.52,-6.60
43.96,6.52,-6.60
43.96,6.54,-6.60
43.96,6.55,-6.60
43.97,6.57,-6.60
43.97,6.59,-6.60
43.97,6.61,-6.60
43.97,6.63,-6.60
43.97,6.64,-6.60
43.98,6.65,-6.60
43.98,6.65,-6.60
43.98,6.65,-6.60
43.98,6.65,-6.60
43.98,6.64,-6.60
43.99,6.63,-6.60
43.99,6.63,-6.60
43.99,6.62,-6.60
43.99,6.61,-6.60
43.99,6.61,-6.60
44.00,6.60,-6.60
44.00,6.59,-6.60
44.00,6.59,-6.60
44.00,6.59,-6.60
44.00,6.58,-6.60
44.01,6.57,-6.60
44.01,6.57,-6.60
44.01,6.58,-6.60
44.01,6.59,-6.60
44.01,6.61,-6.60
44.02,6.63,-6.60
44.02,6.66,-6.60
44.02,6.69,-6.60
44.02,6.72,-6.60
44.03,6.75,-6.60
44.03,6.77,-6.60
44.03,6.81,-6.60
44.03,6.85,-6.60
44.03,6.88,-6.60
44.03,6.92,-6.60
44.04,6.95,-6.60
44.04,6.98,-6.60
44.04,7.04,-7.04
44.05,7.08,-7.04
44.05,7.10,-7.04
44.05,7.12,-7.04
44.05,7.14,-7.04
44.05,7.16,-7.04
44.06,7.18,-7.04
44.06,7.19,-7.04
44.06,7.20,-7.04
44.06,7.21,-7.04
44.06,7.22,-7.04
44.07,7.22,-7.04
44.07,7.22,-7.04
44.07,7.22,-7.04
44.07,7.22,-7.04
44.07,7.22,-7.04
44.08,7.23,-7.04
44.08,7.23,-7.04
44.08,7.23,-7.04
44.08,7.23,-7.04
44.08,7.22,-7.04
44.09,7.21,-7.04
44.09,7.20,-7.04
44.09,7.17,-7.04
44.09,7.15,-7.04
44.09,7.12,-7.04
44.10,7.10,-7.04
44.10,7.07,-7.04
44.10,7.04,-7.04
44.10,7.01,-7.04
44.10,6.99,-7.04
44.11,6.97,-7.04
44.11,6.94,-7.04
44.11,6.92,-7.04
44.11,6.89,-7.04
44.12,6.87,-7.04
44.12,6.84,-7.04
44.12,6.82,-7.04
44.12,6.80,-7.04
44.12,6.78,-7.04
44.13,6.76,-7.04
44.13,6.75,-7.04
44.13,6.75,-7.04
44.13,6.75,-7.04
44.13,6.76,-7.04
44.14,6.77,-7.04
44.14,6.79,-7.04
44.14,6.82,-7.04
44.14,6.84,-7.04
44.15,6.92,-6.92
44.15,6.97,-6.92
44.15,7.02,-6.92
44.15,7.07,-6.92
44.15,7.14,-6.92
44.16,7.22,-6.92
44.16,7.28,-6.92
44.16,7.35,-6.92
44.16,7.41,-6.92
44.16,7.46,-6.92
44.17,7.51,-6.92
44.17,7.56,-6.92
44.17,7.60,-6.92
44.17,7.64,-6.92
44.17,7.67,-6.92
44.18,7.70,-6.92
44.18,7.72,-6.92
44.18,7.73,-6.92
44.18,7.74,-6.92
44.19,7.73,-6.92
44.19,7.72,-6.92
44.19,7.69,-6.92
44.19,7.66,-6.92
44.19,7.62,-6.92
44.20,7.57,-6.92
44.20,7.52,-6.92
44.20,7.46,-6.92
44.20,7.39,-6.92
44.20,7.32,-6.92
44.21,7.25,-6.92
44.21,7.18,-6.92
44.21,7.10,-6.92
44.21,7.04,-6.92
44.21,6.97,-6.92
44.22,6.90,-6.92
44.22,6.84,-6.92
44.22,6.78,-6.92
44.22,6.72,-6.92
44.22,6.67,-6.92
44.23,6.62,-6.92
44.23,6.59,-6.92
44.23,6.56,-6.92
44.23,6.54,-6.92
44.23,6.53,-6.92
44.24,6.53,-6.92
44.24,6.53,-6.92
44.24,6.53,-6.92
44.24,6.54,-6.92
44.24,6.56,-6.92
44.25,6.59,-6.59
44.25,6.61,-6.59
44.25,6.63,-6.59
44.25,6.65,-6.59
44.26,6.67,-6.59
44.26,6.69,-6.59
44.26,6.73,-6.59
44.26,6.76,-6.59
44.27,6.80,-6.59
44.27,6.84,-6.59
44.27,6.88,-6.59
44.27,6.92,-6.59
44.27,6.96,-6.59
44.28,7.01,-6.59
44.28,7.04,-6.59
44.28,7.08,-6.59
44.28,7.09,-6.59
44.28,7.11,-6.59
44.28,7.11,-6.59
44.29,7.12,-6.59
44.29,7.12,-6.59
44.29,7.12,-6.59
44.29,7.11,-6.59
44.30,7.11,-6.59
44.30,7.09,-6.59
44.30,7.07,-6.59
44.30,7.05,-6.59
44.30,7.02,-6.59
44.31,6.98,-6.59
44.31,6.95,-6.59
44.31,6.92,-6.59
44.31,6.89,-6.59
44.31,6.85,-6.59
44.32,6.82,-6.59
44.32,6.78,-6.59
44.32,6.74,-6.59
44.32,6.71,-6.59
44.32,6.68,-6.59
44.33,6.65,-6.59
44.33,6.62,-6.59
44.33,6.60,-6.59
44.33,6.58,-6.59
44.34,6.57,-6.59
44.34,6.55,-6.59
44.34,6.54,-6.59
44.34,6.54,-6.59
44.34,6.55,-6.59
44.35,6.57,-6.59
44.35,6.59,-6.59
44.35,6.62,-6.62
44.35,6.64,-6.62
44.35,6.65,-6.62
44.36,6.67,-6.62
44.36,6.69,-6.62
44.36,6.70,-6.62
44.36,6.72,-6.62
44.37,6.73,-6.62
44.37,6.74,-6.62
44.37,6.76,-6.62
44.37,6.78,-6.62
44.37,6.80,-6.62
44.38,6.82,-6.62
44.38,6.85,-6.62
44.38,6.87,-6.62
44.38,6.90,-6.62
44.38,6.92,-6.62
44.39,6.94,-6.62
44.39,6.96,-6.62
44.39,6.99,-6.62
44.39,7.01,-6.62
44.39,7.03,-6.62
44.40,7.05,-6.62
44.40,7.07,-6.62
44.40,7.08,-6.62
44.40,7.09,-6.62
44.40,7.09,-6.62
44.41,7.10,-6.62
44.41,7.10,-6.62
44.41,7.10,-6.62
44.41,7.10,-6.62
44.42,7.10,-6.62
44.42,7.10,-6.62
44.42,7.10,-6.62
44.42,7.10,-6.62
44.42,7.10,-6.62
44.42,7.09,-6.62
44.43,7.08,-6.62
44.43,7.07,-6.62
44.43,7.07,-6.62
44.43,7.07,-6.62
44.44,7.07,-6.62
44.44,7.07,-6.62
44.44,7.08,-6.62
44.44,7.09,-6.62
44.44,7.09,-6.62
44.45,7.09,-6.62
44.45,7.10,-6.62
44.45,7.11,-6.62
44.45,7.15,-7.15
44.46,7.17,-7.15
44.46,7.20,-7.15
44.46,7.24,-7.15
44.46,7.28,-7.15
44.46,7.31,-7.15
44.47,7.35,-7.15
44.47,7.39,-7.15
44.47,7.43,-7.15
44.47,7.46,-7.15
44.47,7.48,-7.15
44.48,7.50,-7.15
44.48,7.52,-7.15
44.48,7.52,-7.15
44.48,7.53,-7.15
44.48,7.52,-7.15
44.49,7.52,-7.15
44.49,7.52,-7.15
44.49,7.52,-7.15
44.49,7.52,-7.15
44.49,7.53,-7.15
44.50,7.54,-7.15
44.50,7.55,-7.15
44.50,7.56,-7.15
44.50,7.57,-7.15
44.51,7.57,-7.15
44.51,7.57,-7.15
44.51,7.56,-7.15
44.51,7.53,-7.15
44.51,7.51,-7.15
44.52,7.48,-7.15
44.52,7.45,-7.15
44.52,7.41,-7.15
44.52,7.38,-7.15
44.52,7.34,-7.15
44.53,7.31,-7.15
44.53,7.28,-7.15
44.53,7.25,-7.15
44.53,7.23,-7.15
44.53,7.20,-7.15
44.54,7.18,-7.15
44.54,7.16,-7.15
44.54,7.14,-7.15
44.54,7.13,-7.15
44.54,7.12,-7.15
44.55,7.11,-7.15
44.55,7.11,-7.15
44.55,7.11,-7.15
44.55,7.10,-7.15
44.56,7.10,-7.10
44.56,7.12,-7.10
44.56,7.13,-7.10
44.56,7.15,-7.10
44.56,7.18,-7.10
44.57,7.21,-7.10
44.57,7.24,-7.10
44.57,7.27,-7.10
44.57,7.31,-7.10
44.57,7.36,-7.10
44.58,7.41,-7.10
44.58,7.45,-7.10
44.58,7.50,-7.10
44.58,7.54,-7.10
44.59,7.57,-7.10
44.59,7.60,-7.10
44.59,7.63,-7.10
44.59,7.66,-7.10
44.59,7.68,-7.10
44.60,7.70,-7.10
44.60,7.70,-7.10
44.60,7.70,-7.10
44.60,7.69,-7.10
44.60,7.68,-7.10
44.61,7.67,-7.10
44.61,7.65,-7.10
44.61,7.64,-7.10
44.61,7.63,-7.10
44.61,7.62,-7.10
44.62,7.61,-7.10
44.62,7.60,-7.10
44.62,7.60,-7.10
44.62,7.58,-7.10
44.62,7.57,-7.10
44.63,7.55,-7.10
44.63,7.53,-7.10
44.63,7.50,-7.10
44.63,7.48,-7.10
44.63,7.46,-7.10
44.64,7.44,-7.10
44.64,7.43,-7.10
44.64,7.41,-7.10
44.64,7.41,-7.10
44.65,7.40,-7.10
44.65,7.39,-7.10
44.65,7.38,-7.10
44.65,7.38,-7.10
44.65,7.39,-7.10
44.66,7.40,-7.10
44.66,7.43,-7.43
44.66,7.45,-7.43
44.66,7.47,-7.43
44.67,7.48,-7.43
44.67,7.49,-7.43
44.67,7.50,-7.43
44.67,7.51,-7.43
44.67,7.52,-7.43
44.67,7.53,-7.43
44.68,7.55,-7.43
44.68,7.56,-7.43
44.68,7.58,-7.43
44.68,7.60,-7.43
44.69,7.63,-7.43
44.69,7.67,-7.43
44.69,7.71,-7.43
44.69,7.75,-7.43
44.69,7.78,-7.43
44.70,7.81,-7.43
44.70,7.82,-7.43
44.70,7.83,-7.43
44.70,7.83,-7.43
44.70,7.82,-7.43
44.71,7.81,-7.43
44.71,7.80,-7.43
44.71,7.79,-7.43
44.71,7.78,-7.43
44.71,7.77,-7.43
44.72,7.77,-7.43
44.72,7.75,-7.43
44.72,7.73,-7.43
44.72,7.71,-7.43
44.73,7.69,-7.43
44.73,7.66,-7.43
44.73,7.63,-7.43
44.73,7.60,-7.43
44.73,7.57,-7.43
44.74,7.53,-7.43
44.74,7.50,-7.43
44.74,7.46,-7.43
44.74,7.42,-7.43
44.74,7.38,-7.43
44.75,7.35,-7.43
44.75,7.32,-7.43
44.75,7.30,-7.43
44.75,7.27,-7.43
44.75,7.24,-7.43
44.76,7.22,-7.43
44.76,7.21,-7.43
44.76,7.20,-7.20
44.76,7.20,-7.20
44.77,7.20,-7.20
44.77,7.20,-7.20
44.77,7.22,-7.20
44.77,7.22,-7.20
44.77,7.23,-7.20
44.78,7.24,-7.20
44.78,7.25,-7.20
44.78,7.25,-7.20
44.78,7.26,-7.20
44.78,7.28,-7.20
44.79,7.29,-7.20
44.79,7.32,-7.20
44.79,7.34,-7.20
44.79,7.36,-7.20
44.79,7.39,-7.20
44.80,7.43,-7.20
44.80,7.46,-7.20
44.80,7.49,-7.20
44.80,7.52,-7.20
44.80,7.54,-7.20
44.81,7.56,-7.20
44.81,7.57,-7.20
44.81,7.59,-7.20
44.81,7.60,-7.20
44.82,7.60,-7.20
44.82,7.60,-7.20
44.82,7.61,-7.20
44.82,7.61,-7.20
44.82,7.61,-7.20
44.83,7.61,-7.20
44.83,7.62,-7.20
44.83,7.62,-7.20
44.83,7.63,-7.20
44.83,7.63,-7.20
44.84,7.63,-7.20
44.84,7.63,-7.20
44.84,7.62,-7.20
44.84,7.62,-7.20
44.84,7.61,-7.20
44.85,7.61,-7.20
44.85,7.60,-7.20
44.85,7.58,-7.20
44.85,7.57,-7.20
44.85,7.55,-7.20
44.86,7.53,-7.20
44.86,7.51,-7.20
44.86,7.48,-7.20
44.86,7.41,-7.41
44.87,7.37,-7.41
44.87,7.32,-7.41
44.87,7.28,-7.41
44.87,7.24,-7.41
44.87,7.20,-7.41
44.88,7.16,-7.41
44.88,7.12,-7.41
44.88,7.09,-7.41
44.88,7.06,-7.41
44.88,7.04,-7.41
44.89,7.02,-7.41
44.89,7.00,-7.41
44.89,6.98,-7.41
44.89,6.97,-7.41
44.90,6.96,-7.41
44.90,6.96,-7.41
44.90,6.95,-7.41
44.90,6.95,-7.41
44.90,6.95,-7.41
44.91,6.95,-7.41
44.91,6.95,-7.41
44.91,6.95,-7.41
44.91,6.96,-7.41
44.91,6.98,-7.41
44.92,7.01,-7.41
44.92,7.02,-7.41
44.92,7.04,-7.41
44.92,7.06,-7.41
44.92,7.08,-7.41
44.93,7.09,-7.41
44.93,7.11,-7.41
44.93,7.12,-7.41
44.93,7.13,-7.41
44.93,7.14,-7.41
44.94,7.15,-7.41
44.94,7.15,-7.41
44.94,7.14,-7.41
44.94,7.13,-7.41
44.94,7.12,-7.41
44.95,7.11,-7.41
44.95,7.11,-7.41
44.95,7.11,-7.41
44.95,7.10,-7.41
44.95,7.08,-7.41
44.96,7.07,-7.41
44.96,7.06,-7.41
44.96,7.05,-7.41
44.96,7.03,-7.41
44.97,7.00,-7.00
44.97,6.99,-7.00
44.97,6.98,-7.00
44.97,6.97,-7.00
44.98,6.96,-7.00
44.98,6.95,-7.00
44.98,6.94,-7.00
44.98,6.94,-7.00
44.98,6.94,-7.00
44.99,6.93,-7.00
44.99,6.92,-7.00
44.99,6.91,-7.00
44.99,6.90,-7.00
44.99,6.89,-7.00
45.00,6.89,-7.00
45.00,6.89,-7.00
45.00,6.89,-7.00
45.00,6.88,-7.00
45.00,6.88,-7.00
45.01,6.88,-7.00
45.01,6.88,-7.00
45.01,6.88,-7.00
45.01,6.88,-7.00
45.01,6.88,-7.00
45.02,6.88,-7.00
45.02,6.88,-7.00
45.02,6.88,-7.00
45.02,6.89,-7.00
45.02,6.89,-7.00
45.03,6.88,-7.00
45.03,6.88,-7.00
45.03,6.88,-7.00
45.03,6.89,-7.00
45.03,6.88,-7.00
45.04,6.87,-7.00
45.04,6.87,-7.00
45.04,6.87,-7.00
45.04,6.86,-7.00
45.04,6.84,-7.00
45.05,6.83,-7.00
45.05,6.81,-7.00
45.05,6.80,-7.00
45.05,6.79,-7.00
45.06,6.77,-7.00
45.06,6.75,-7.00
45.06,6.74,-7.00
45.06,6.73,-7.00
45.06,6.72,-7.00
45.07,6.71,-7.00
45.07,6.72,-6.72
45.07,6.73,-6.72
45.07,6.74,-6.72
45.08,6.76,-6.72
45.08,6.77,-6.72
45.08,6.80,-6.72
45.08,6.82,-6.72
45.08,6.85,-6.72
45.09,6.87,-6.72
45.09,6.89,-6.72
45.09,6.91,-6.72
45.09,6.92,-6.72
45.09,6.94,-6.72
45.10,6.95,-6.72
45.10,6.96,-6.72
45.10,6.97,-6.72
45.10,6.99,-6.72
45.10,7.01,-6.72
45.11,7.04,-6.72
45.11,7.08,-6.72
45.11,7.12,-6.72
45.11,7.16,-6.72
45.11,7.21,-6.72
45.12,7.25,-6.72
45.12,7.28,-6.72
45.12,7.31,-6.72
45.12,7.34,-6.72
45.13,7.37,-6.72
45.13,7.40,-6.72
45.13,7.43,-6.72
45.13,7.45,-6.72
45.13,7.46,-6.72
45.14,7.47,-6.72
45.14,7.48,-6.72
45.14,7.50,-6.72
45.14,7.51,-6.72
45.14,7.53,-6.72
45.15,7.55,-6.72
45.15,7.57,-6.72
45.15,7.59,-6.72
45.15,7.60,-6.72
45.15,7.62,-6.72
45.16,7.64,-6.72
45.16,7.64,-6.72
45.16,7.65,-6.72
45.16,7.65,-6.72
45.16,7.65,-6.72
45.17,7.65,-6.72
45.17,7.64,-6.72
45.17,7.61,-7.61
45.17,7.59,-7.61
45.18,7.58,-7.61
45.18,7.56,-7.61
45.18,7.54,-7.61
45.18,7.53,-7.61
45.18,7.51,-7.61
45.19,7.49,-7.61
45.19,7.47,-7.61
45.19,7.46,-7.61
45.19,7.44,-7.61
45.20,7.43,-7.61
45.20,7.42,-7.61
45.20,7.40,-7.61
45.20,7.39,-7.61
45.20,7.37,-7.61
45.21,7.36,-7.61
45.21,7.35,-7.61
45.21,7.33,-7.61
45.21,7.33,-7.61
45.21,7.32,-7.61
45.22,7.31,-7.61
45.22,7.31,-7.61
45.22,7.32,-7.61
45.22,7.33,-7.61
45.22,7.34,-7.61
45.23,7.35,-7.61
45.23,7.37,-7.61
45.23,7.39,-7.61
45.23,7.40,-7.61
45.23,7.41,-7.61
45.24,7.43,-7.61
45.24,7.44,-7.61
45.24,7.44,-7.61
45.24,7.44,-7.61
45.24,7.44,-7.61
45.25,7.45,-7.61
45.25,7.45,-7.61
45.25,7.46,-7.61
45.25,7.46,-7.61
45.25,7.46,-7.61
45.26,7.45,-7.61
45.26,7.45,-7.61
45.26,7.44,-7.61
45.26,7.43,-7.61
45.27,7.43,-7.61
45.27,7.42,-7.61
45.27,7.42,-7.61
45.27,7.40,-7.61
45.28,7.37,-7.37
45.28,7.35,-7.37
45.28,7.34,-7.37
45.28,7.32,-7.37
45.28,7.30,-7.37
45.28,7.28,-7.37
45.29,7.26,-7.37
45.29,7.24,-7.37
45.29,7.22,-7.37
45.29,7.19,-7.37
45.30,7.16,-7.37
45.30,7.13,-7.37
45.30,7.11,-7.37
45.30,7.08,-7.37
45.30,7.05,-7.37
45.31,7.03,-7.37
45.31,7.00,-7.37
45.31,6.98,-7.37
45.31,6.97,-7.37
45.31,6.96,-7.37
45.32,6.95,-7.37
45.32,6.94,-7.37
45.32,6.93,-7.37
45.32,6.93,-7.37
45.32,6.92,-7.37
45.33,6.92,-7.37
45.33,6.92,-7.37
45.33,6.92,-7.37
45.33,6.92,-7.37
45.34,6.93,-7.37
45.34,6.93,-7.37
45.34,6.94,-7.37
45.34,6.94,-7.37
45.34,6.94,-7.37
45.35,6.94,-7.37
45.35,6.95,-7.37
45.35,6.95,-7.37
45.35,6.96,-7.37
45.35,6.97,-7.37
45.35,6.97,-7.37
45.36,6.97,-7.37
45.36,6.98,-7.37
45.36,6.98,-7.37
45.36,6.97,-7.37
45.37,6.97,-7.37
45.37,6.97,-7.37
45.37,6.98,-7.37
45.37,7.00,-7.37
45.37,7.01,-7.37
45.38,7.01,-7.01
45.38,7.01,-7.01
45.38,7.01,-7.01
45.38,7.01,-7.01
45.39,7.01,-7.01
45.39,7.01,-7.01
45.39,7.00,-7.01
45.39,6.99,-7.01
45.39,6.97,-7.01
45.40,6.95,-7.01
45.40,6.93,-7.01
45.40,6.91,-7.01
45.40,6.89,-7.01
45.40,6.87,-7.01
45.41,6.86,-7.01
45.41,6.85,-7.01
45.41,6.84,-7.01
45.41,6.83,-7.01
45.41,6.83,-7.01
45.42,6.83,-7.01
45.42,6.83,-7.01
45.42,6.83,-7.01
45.42,6.83,-7.01
45.42,6.83,-7.01
